carat,cut,color,clarity,depth,table,x,y,z,price
1.5,Good,G,SI2,57.5,63,7.53,7.49,4.32,6006
0.73,Very Good,E,SI1,61.6,59,5.77,5.78,3.56,2760
0.44,Ideal,E,VVS2,60.9,57,4.95,4.9,3,1334
0.31,Premium,F,SI1,60.7,58,4.38,4.35,2.65,663
0.91,Ideal,G,SI2,62.2,57,6.18,6.24,3.86,3425
0.9,Fair,G,SI2,64.7,58,5.94,6.03,3.87,3104
0.41,Premium,G,SI1,62.7,58,4.7,4.74,2.96,719
0.3,Ideal,F,VS2,62.1,57,4.27,4.3,2.66,568
0.79,Ideal,G,SI1,61.8,56,5.93,5.91,3.66,2831
2.18,Premium,H,SI2,59.1,60,8.49,8.45,5.01,17473
0.4,Ideal,E,VS1,62.6,56,4.72,4.67,2.94,1125
0.53,Premium,G,VS1,63,58,5.17,5.15,3.25,1727
0.74,Premium,F,SI1,60.7,59,5.85,5.82,3.54,2415
1.52,Ideal,H,SI1,60.1,60,7.5,7.42,4.48,9235
0.42,Very Good,D,SI1,63,59,4.77,4.79,3.01,735
1.52,Ideal,H,SI1,62,56,7.38,7.32,4.56,7491
1.5,Fair,E,SI2,69.6,62,6.88,6.79,4.76,7560
1.21,Very Good,G,SI2,58.9,61,6.91,6.98,4.09,4887
0.51,Ideal,F,VS2,61.4,56,5.16,5.13,3.16,1687
0.43,Ideal,G,VS1,62.3,56,4.85,4.82,3.01,1008
0.8,Ideal,H,VS1,63.1,58,5.89,5.96,3.74,3111
1.29,Good,I,I1,64.2,54,6.93,6.83,4.42,3098
0.32,Ideal,H,IF,62.2,54,4.37,4.41,2.73,814
0.37,Very Good,H,SI1,62.6,63,4.6,4.5,2.85,613
0.42,Very Good,H,SI1,62,59,4.76,4.79,2.96,700
0.38,Ideal,E,VS1,61.8,54.7,4.66,4.68,2.89,924
1.05,Very Good,E,SI2,60.5,58,6.55,6.6,3.98,4797
0.3,Premium,D,VS2,61.9,58,4.28,4.32,2.66,710
2.28,Ideal,E,SI2,62,55,8.49,8.45,5.25,16969
1.2,Ideal,H,VS2,62.8,57,6.75,6.79,4.25,7072
0.9,Very Good,F,SI1,61.7,60,6.19,6.22,3.83,3854
0.24,Very Good,E,VS2,62.1,59,3.98,4.01,2.48,419
0.59,Ideal,E,SI2,62.2,55,5.38,5.4,3.35,1286
0.37,Very Good,F,SI1,62.5,58,4.52,4.57,2.84,616
0.55,Ideal,G,VVS2,62.5,56,5.22,5.25,3.27,2022
0.8,Premium,F,SI2,58.5,62,6.08,6.05,3.55,2371
0.32,Very Good,F,VVS1,61.5,56,4.38,4.4,2.7,886
1.04,Good,E,SI1,63.8,58,6.46,6.39,4.1,5766
0.81,Ideal,G,VS1,61.6,56,5.99,6.02,3.7,3923
0.54,Ideal,H,VVS1,61.9,54,5.22,5.25,3.24,1774
0.71,Ideal,E,VS1,62.4,54,5.71,5.74,3.57,2923
0.23,Very Good,F,VVS1,59.3,58,4.02,4.04,2.39,530
1.64,Ideal,I,VS1,60.5,57,7.68,7.62,4.64,11305
0.42,Premium,F,SI1,62.9,57,4.77,4.73,2.99,992
0.3,Ideal,H,IF,61.8,55,4.31,4.3,2.66,1013
0.91,Good,E,SI1,63.7,64,6.09,6.03,3.86,4256
0.32,Premium,F,SI1,62.3,55,4.44,4.39,2.75,684
0.27,Ideal,E,VS2,62.7,55,4.15,4.18,2.61,470
1.1,Ideal,J,SI1,61.5,55,6.65,6.68,4.1,4390
0.51,Ideal,F,VS2,61,55,5.17,5.21,3.17,1591
1.53,Very Good,J,VS2,62.9,59,7.31,7.34,4.61,7418
1.02,Very Good,F,SI2,59.6,59,6.51,6.54,3.89,3974
1.02,Ideal,G,SI1,60.6,59,6.55,6.52,3.96,5044
2.18,Premium,H,SI2,59.4,61,8.49,8.45,0,12631
0.7,Ideal,J,VS2,61.8,53,5.73,5.76,3.55,1874
0.53,Ideal,F,VS1,62.3,55,5.18,5.22,3.24,1812
1.91,Fair,I,VS1,59.5,68,8.1,7.91,4.78,12244
0.38,Premium,D,VVS2,60,62,4.73,4.7,2.83,1257
1.35,Premium,G,VS1,61,59,7.15,7.09,4.34,10415
0.71,Very Good,F,VVS2,63.6,56,5.65,5.7,3.61,3332
0.3,Premium,D,VS2,61.9,58,4.32,4.28,2.66,911
0.3,Ideal,E,VS2,61.7,58,4.27,4.29,2.64,621
0.31,Ideal,G,VVS2,62.1,56,4.32,4.35,2.69,707
0.72,Ideal,I,VS2,61.7,56,5.75,5.8,3.56,2650
0.4,Premium,F,VS1,62.5,59,4.69,4.66,2.92,1050
0.41,Ideal,H,VS1,62.7,56,4.73,4.77,2.98,827
1.52,Premium,D,SI2,58.6,62,7.56,7.45,4.41,8366
0.52,Good,E,VS2,63.3,56,5.08,5.12,3.23,1554
0.3,Premium,F,VVS2,61.4,59,4.31,4.36,2.66,737
0.4,Premium,F,SI1,62.5,59,4.67,4.71,2.93,737
0.42,Ideal,F,VVS1,62,55,4.81,4.84,2.99,1326
1.05,Fair,H,SI2,64.8,55,6.39,6.32,4.12,2717
0.8,Very Good,H,VVS1,62.9,58,5.82,5.88,3.68,4468
1.11,Very Good,F,VVS1,62.5,59,6.59,6.63,4.13,10069
0.7,Good,G,VS2,63.1,58,5.66,5.69,3.58,2282
0.35,Premium,E,VS2,59.2,58,4.63,4.59,2.73,984
1.06,Good,F,VS1,58.5,57,6.68,6.73,3.92,7699
0.41,Ideal,G,VVS1,62.2,54,4.79,4.82,2.99,1076
0.72,Ideal,H,VS1,61.8,55,5.78,5.81,3.58,3167
1.02,Ideal,H,SI1,59.8,58,6.56,6.58,3.93,5505
0.34,Ideal,D,SI1,60.4,57,4.51,4.53,2.73,626
0.53,Ideal,F,VS1,60.7,55,5.32,5.25,3.21,1697
1.8,Good,I,SI2,63.2,58,7.66,7.75,4.87,9979
1.5,Premium,I,SI2,62.8,57,7.34,7.25,4.58,7715
0.42,Premium,D,SI1,61.5,58,4.83,4.8,2.96,970
0.38,Premium,G,VS1,61.9,59,4.63,4.67,2.88,833
1.5,Very Good,F,VS2,61.9,60,7.29,7.32,4.52,13001
0.41,Premium,G,VS2,62.6,58,4.74,4.71,2.96,1061
1.09,Premium,E,SI2,60.9,59,6.75,6.61,4.07,5127
1.05,Ideal,G,VVS1,60.1,57,6.63,6.68,4,8546
1.22,Good,H,VS2,63.8,55,6.77,6.71,4.3,7201
0.9,Ideal,G,SI1,60.8,58,6.2,6.29,3.8,4008
1,Premium,F,VS2,62.8,55,6.38,6.35,4,5864
1.51,Premium,H,SI2,62.8,60,7.26,7.22,4.55,8074
1.33,Premium,G,SI2,63,59,7,6.97,4.4,6480
0.32,Very Good,G,VS2,62,59,4.37,4.41,2.72,561
0.44,Ideal,G,VS1,61.9,54,4.89,4.93,3.04,915
1.51,Very Good,H,SI2,60.8,56,7.41,7.46,4.52,8372
0.57,Ideal,G,VVS2,61.7,54,5.32,5.41,3.31,2095
0.3,Ideal,F,SI1,61.4,55,4.34,4.36,2.67,475
1.16,Ideal,G,VVS1,61.9,55,6.75,6.78,4.19,9781
0.74,Ideal,G,VVS2,60.9,58,5.85,5.88,3.57,3495
0.32,Ideal,E,VS2,62.1,55,4.36,4.4,2.72,702
1.08,Very Good,G,VS2,62,57,6.52,6.55,4.05,6168
0.27,Ideal,E,VS1,61.4,57,4.17,4.23,2.58,704
0.63,Premium,E,VVS1,60.9,60,5.55,5.52,3.37,2789
0.43,Ideal,D,SI1,61.5,56,4.87,4.82,2.98,1064
1.21,Premium,H,SI1,61.6,61,6.88,6.83,4.22,6505
0.58,Very Good,F,VVS1,59.7,57,5.48,5.51,3.28,2636
1.97,Premium,F,SI2,61.1,58,8.05,8.11,4.94,14410
0.33,Ideal,G,VS1,62.1,54,4.42,4.47,2.76,666
1.57,Ideal,J,VVS2,61.4,57,7.45,7.5,4.59,9346
0.31,Ideal,E,VS1,61.8,56,4.33,4.34,2.68,734
0.53,Premium,F,VS1,61.5,61,5.17,5.11,3.16,1558
0.85,Premium,I,I1,59.6,58,6.24,6.14,3.69,1796
0.51,Ideal,E,SI1,62.3,56,5.12,5.15,3.2,1343
1.07,Premium,D,SI2,62.6,61,6.49,6.42,4.04,4949
0.52,Good,H,SI1,63.1,57,5.09,5.14,3.23,1111
0.7,Very Good,I,SI1,61.6,63,5.68,5.59,3.47,1856
0.31,Premium,D,SI2,60.1,58,4.38,4.4,2.64,462
0.51,Ideal,D,VS2,61.9,56,5.11,5.14,3.17,1787
1.01,Good,I,VS1,63.8,57,6.31,6.23,4,4016
0.42,Premium,E,VS2,61,59,4.82,4.85,2.95,958
1.11,Ideal,D,SI2,61.6,55,6.62,6.66,4.09,5547
0.9,Good,F,SI1,63.9,58,6.12,6.08,3.9,3604
1.52,Very Good,I,SI1,62.7,59,7.26,7.34,4.58,7506
0.91,Premium,G,VS1,62.2,58,6.22,6.12,3.85,4459
0.93,Very Good,F,SI2,63.5,58,6.14,6.05,3.87,3420
0.33,Very Good,I,SI1,62.8,58,4.39,4.43,2.77,445
1.11,Ideal,E,SI2,62.2,56,6.58,6.66,4.12,4969
0.65,Very Good,I,VVS2,61.3,59.3,5.52,5.59,3.4,1828
0.79,Ideal,F,VVS1,61.5,55,5.98,5.95,3.67,4858
1.62,Premium,F,SI1,62.6,58,7.53,7.48,4.7,13298
0.38,Ideal,G,VS2,61.5,57,4.66,4.68,2.87,840
0.9,Good,F,SI1,63.9,59,6.09,6.06,3.88,3992
1.05,Very Good,G,VS2,62.8,57,6.45,6.49,4.06,6486
1.22,Premium,E,SI2,61.5,58,6.84,6.86,4.21,6012
0.41,Premium,D,SI1,61.4,58,4.76,4.78,2.93,791
0.71,Ideal,G,SI1,61.4,57,5.76,5.8,3.55,2136
1.27,Very Good,J,VS1,63.4,60,6.85,6.8,4.33,5690
1.07,Ideal,H,SI2,59.2,57,6.7,6.64,3.95,4434
1.02,Ideal,H,I1,62.1,56,6.45,6.4,3.99,3987
0.33,Ideal,G,VVS1,61.6,55,4.46,4.47,2.75,838
1.2,Ideal,G,SI2,58.9,60,6.98,6.94,4.1,5562
2.03,Ideal,I,SI2,60.8,59,8.12,8.2,4.96,13398
2.01,Very Good,E,SI2,60.6,59,8.11,8.25,4.96,17118
0.5,Very Good,D,VS1,62.1,58,5.07,5.1,3.16,2068
0.52,Ideal,D,VVS1,60.9,56,5.2,5.24,3.18,3321
1.01,Fair,E,SI1,64.7,56,6.34,6.27,4.08,5034
0.27,Ideal,D,VVS1,62.2,56,4.15,4.12,2.57,799
0.3,Premium,D,VVS2,62.4,58,4.26,4.3,2.67,752
1,Premium,G,VS2,62.9,56,6.42,6.34,4.01,6209
0.62,Premium,G,SI1,59.6,58,5.63,5.56,3.34,1382
0.5,Ideal,E,VS2,62.1,55,5.11,5.13,3.18,1554
1.03,Ideal,G,SI1,60.9,57,6.54,6.5,3.97,5037
2,Very Good,J,VS2,60.7,60,8.05,8.17,4.92,13542
0.41,Very Good,D,VS2,63.8,56,4.69,4.74,3.01,871
0.8,Very Good,G,VS2,61.1,57,6.01,6.07,3.69,2929
0.61,Ideal,I,VVS1,62.5,54,5.43,5.49,3.41,1713
1,Good,J,SI1,59.5,61,6.46,6.52,3.86,3616
1.56,Premium,F,SI1,60.7,59,7.55,7.45,4.55,11901
1.21,Very Good,F,VS1,61.1,61,6.79,6.87,4.17,9656
0.6,Very Good,D,VVS2,60.6,57,5.48,5.51,3.33,2897
1,Ideal,F,SI2,61,55,6.45,6.41,3.92,3562
1.54,Very Good,J,VS1,63.5,57,7.27,7.37,4.65,9285
0.54,Ideal,D,VVS2,61.3,56,5.22,5.26,3.21,2671
1.54,Good,E,SI1,63.8,57,7.31,7.34,4.67,12779
1.01,Premium,G,SI1,62.6,59,6.38,6.3,3.97,4872
1.1,Very Good,D,VS1,59.7,58,6.69,6.72,4,9901
0.9,Ideal,G,SI1,62.4,57,6.15,6.19,3.85,4059
1.23,Premium,I,SI2,62.5,60,6.82,6.75,4.24,5269
0.73,Very Good,E,VS1,60.9,61,5.79,5.81,3.53,3370
0.93,Fair,G,SI1,64.4,57,6.14,6.09,3.94,3358
0.27,Very Good,D,VVS2,59.9,59,4.23,4.28,2.55,620
0.92,Ideal,H,VVS1,62.1,54,6.26,6.23,3.88,5886
0.41,Very Good,D,VS2,62.3,58,4.75,4.76,2.96,932
0.74,Very Good,G,SI1,61.6,58,5.78,5.81,3.57,2690
0.34,Very Good,E,VS2,62.7,56,4.48,4.51,2.82,696
0.52,Ideal,F,VS1,62,57,5.16,5.13,3.19,1872
1,Ideal,E,VS2,62.9,55,6.4,6.36,4.01,6871
0.31,Ideal,G,VVS1,59.5,56,4.41,4.43,2.63,816
1.65,Premium,H,VS1,60.9,62,7.58,7.51,4.6,9314
0.8,Good,G,SI1,63.9,57,5.84,5.81,3.72,2650
0.71,Ideal,F,VVS2,62.6,56,5.7,5.65,3.55,3018
0.75,Fair,F,SI1,64.6,57,5.7,5.67,3.67,2700
0.55,Ideal,G,VVS2,62.3,53,5.27,5.29,3.29,1799
2.07,Premium,I,SI1,62.3,60,8.16,8.12,5.07,15992
1.5,Very Good,E,SI1,58.6,62,7.43,7.46,4.36,10626
1,Premium,G,VVS2,59.5,61,6.46,6.42,3.83,7589
1.09,Ideal,J,SI2,62,55,6.58,6.64,4.1,5034
1.2,Good,E,SI2,63.3,55,6.73,6.77,4.27,5544
1,Very Good,G,VVS2,62.3,58,6.39,6.45,4,7528
0.46,Very Good,E,VS1,62.9,52,4.9,4.95,3.1,1257
2.05,Ideal,G,SI2,61.6,56,8.16,8.11,5.01,18181
0.32,Ideal,G,VVS2,61.2,56,4.42,4.41,2.7,936
1.02,Good,F,SI2,59.2,58,6.51,6.56,3.87,4356
0.7,Very Good,E,VS1,63.8,57,5.61,5.65,3.59,3177
2,Very Good,J,SI1,60.8,58,7.99,8.07,4.88,12768
0.92,Premium,H,SI1,59,59,6.36,6.31,3.74,3709
2.13,Premium,I,SI2,59.8,58,8.43,8.37,5.02,12980
1.7,Fair,D,I1,64.7,56,7.46,7.37,4.8,5617
0.34,Very Good,I,VVS2,61.3,57,4.49,4.52,2.76,596
0.79,Premium,D,SI2,61.8,58,5.95,5.89,3.66,2735
1.52,Premium,D,SI2,60.6,62,7.42,7.37,4.48,9561
0.24,Ideal,F,IF,61,57,4.04,4.07,2.47,678
1.01,Fair,E,SI1,64.8,58,6.34,6.29,4.09,4480
0.5,Good,E,SI1,58.5,59,5.2,5.23,3.05,1331
0.42,Ideal,G,IF,62,53,4.83,4.85,3,1289
0.51,Premium,E,VS2,59.3,58,5.23,5.2,3.09,1662
0.39,Ideal,H,IF,61.9,55.6,4.68,4.7,2.91,1039
0.41,Premium,J,VS2,61.9,59,4.69,4.74,2.92,611
1.21,Premium,J,VS2,60.2,57,6.97,6.91,4.18,5541
0.32,Ideal,G,VS2,62.1,56,4.4,4.36,2.72,672
1.01,Very Good,H,SI1,62.6,61,6.36,6.39,3.99,4622
0.96,Ideal,F,I1,60.7,55,6.37,6.41,3.88,2801
0.9,Very Good,E,VS2,60.4,59,6.26,6.3,3.79,4925
0.5,Fair,F,SI2,65.5,54,5.06,4.92,3.25,1031
1.09,Premium,F,VS1,60.9,58,6.63,6.67,4.05,8057
1.11,Very Good,I,SI1,61.9,59,6.58,6.64,4.09,4273
1.5,Very Good,E,VS1,59.5,61,7.43,7.46,4.43,16988
0.54,Very Good,F,VS2,62,59,5.16,5.22,3.22,1889
2.05,Premium,E,SI2,59.7,59,8.27,8.39,4.97,17081
0.7,Ideal,E,VS2,61.5,57,5.67,5.78,3.52,2980
0.71,Ideal,D,SI2,61.1,57,5.77,5.79,3.53,2612
2.07,Premium,H,SI2,59.6,60,8.3,8.24,4.93,11094
0.3,Ideal,D,SI1,62.5,57,4.29,4.32,2.69,552
0.5,Good,E,VVS2,64.8,58,4.97,5,3.23,1917
0.78,Very Good,G,SI2,63.7,55.9,5.82,5.85,3.72,2401
0.33,Ideal,G,VVS2,61.6,54,4.44,4.49,2.75,730
1.51,Premium,E,SI1,62.9,62,7.31,7.21,4.57,9647
0.28,Very Good,E,VS2,63.7,58,4.12,4.14,2.63,487
0.68,Very Good,G,IF,62.7,56,5.56,5.6,3.5,3143
1.51,Premium,I,SI2,59.7,59,7.48,7.46,4.46,7577
1.05,Ideal,F,VVS2,61.9,57,6.52,6.5,4.03,9032
0.34,Good,G,SI1,63.9,58,4.43,4.4,2.82,650
1.23,Ideal,E,SI2,61.2,55,7.01,6.92,4.26,6403
0.53,Ideal,F,VS2,62.3,55,5.17,5.2,3.23,1566
0.5,Premium,E,SI1,63,59,5.01,4.99,3.15,1415
0.78,Ideal,J,SI1,61.1,56,5.95,5.97,3.64,2169
0.7,Ideal,F,VS2,60.8,59,5.69,5.79,3.49,2850
1.01,Fair,F,SI1,66.1,60,6.15,6.13,4.06,3197
1,Premium,E,VS2,62.9,58,6.36,6.29,3.98,6400
0.3,Ideal,E,VVS1,61.3,57,4.32,4.36,2.66,1071
0.7,Ideal,D,SI1,61.8,56,5.63,5.73,3.51,2872
2.04,Very Good,J,VS1,62.6,58,8.06,8.11,5.06,14527
0.7,Good,F,VS1,59.7,63,5.76,5.79,3.45,2819
1.56,Premium,F,SI1,60.5,59,7.54,7.49,4.55,9120
0.71,Ideal,I,VVS1,62.6,57,5.66,5.69,3.55,2559
0.3,Ideal,F,VS1,62.4,56,4.3,4.32,2.68,673
2,Premium,H,SI2,58.9,57,8.09,58.9,8.06,12210
1.09,Ideal,H,SI1,61.9,57,6.63,6.58,4.09,5358
0.5,Very Good,G,SI2,58.6,61,5.16,5.21,3.04,983
0.3,Premium,H,VS1,62.5,58,4.34,4.27,2.69,675
2.01,Good,H,SI2,62.3,60,7.95,7.97,4.96,14426
0.52,Ideal,F,IF,61.7,56,5.16,5.18,3.19,2393
0.37,Premium,E,VS2,61.8,59,4.6,4.56,2.83,1041
0.34,Ideal,D,VVS2,61.2,56,4.5,4.52,2.76,885
0.53,Very Good,G,SI1,61.6,57,5.18,5.21,3.2,1336
0.41,Ideal,E,VS2,61.8,54,4.76,4.79,2.95,935
0.59,Premium,E,SI2,61.4,59,5.4,5.32,3.29,1229
0.31,Ideal,F,VS2,61.1,56,4.35,4.39,2.67,640
2,Good,H,SI1,63.3,59,7.96,8.03,5.06,17600
1.51,Very Good,G,VVS2,62.7,57,7.33,7.38,4.61,14938
0.51,Ideal,F,VS2,61.3,56,5.17,5.14,3.16,1562
0.7,Fair,D,SI1,64.9,64,5.57,5.5,3.59,2352
0.91,Very Good,I,SI1,63.5,57,6.12,6.07,3.87,2852
0.41,Ideal,F,VVS1,61.6,55,4.79,4.82,2.96,1196
0.31,Ideal,D,VVS2,61.9,56,4.32,4.37,2.69,779
2,Ideal,F,I1,60.3,56,8.16,8.27,4.94,10494
0.74,Ideal,G,SI2,61.7,56,5.8,5.87,3.6,2690
0.93,Premium,F,SI2,60,60,6.36,6.31,3.8,3333
0.9,Good,G,SI1,64.5,57,6.04,6.09,3.91,3615
1.25,Ideal,G,IF,60.2,54,6.99,7.03,4.22,11511
0.32,Premium,G,VS1,62.5,60,4.35,4.29,2.7,828
1.21,Premium,G,SI2,60.9,59,6.87,6.82,4.17,4472
0.71,Very Good,G,VVS2,62.8,58,5.69,5.75,3.59,3281
0.43,Premium,D,SI2,62.6,58,4.79,4.82,3.01,716
0.3,Ideal,H,SI1,62.6,55,4.28,4.32,2.69,421
1.01,Ideal,G,VVS2,60.6,57,6.54,6.5,3.95,7366
0.32,Ideal,G,VVS2,61.8,55,4.41,4.43,2.73,730
0.35,Ideal,F,VVS2,61.6,58,4.5,4.53,2.78,795
0.38,Ideal,D,SI2,62,53,4.68,4.71,2.91,599
0.51,Ideal,F,VS2,60.6,56,5.17,5.19,3.14,1569
1.04,Very Good,F,VS2,59.6,62,6.56,6.62,3.93,6166
0.5,Ideal,H,IF,61,56,5.15,5.17,3.15,1923
0.53,Ideal,H,VVS1,61.6,54,5.2,5.25,3.22,1743
0.72,Very Good,E,SI1,63.1,58,5.69,5.72,3.6,2723
0.33,Premium,D,VS2,60.7,58,4.5,4.46,2.72,1002
1,Good,F,VS2,63.3,55,6.29,6.34,4,6267
0.3,Ideal,G,VVS1,61.9,55,4.32,4.34,2.68,976
1.04,Ideal,H,VS2,60.7,56,6.56,6.61,4,5805
0.42,Premium,E,SI1,62.8,59,4.78,4.74,2.99,992
0.68,Premium,H,SI1,58.7,60,5.8,5.76,3.39,1708
0.51,Ideal,E,VVS1,61.3,56,5.21,5.13,3.17,3226
0.4,Very Good,D,SI1,63,57,4.66,4.7,2.95,720
0.79,Ideal,E,SI2,61,57,6,5.95,3.65,3390
0.56,Ideal,E,VS2,61.9,55,5.34,5.29,3.29,1915
0.67,Premium,G,VS2,61,61,5.66,5.61,3.44,2050
0.32,Ideal,E,SI2,62,55,4.36,4.41,2.72,449
0.7,Very Good,F,VVS1,63,60,5.59,5.62,3.53,3261
0.54,Premium,G,VS2,62.7,58,5.19,5.15,3.24,1637
0.3,Good,G,SI1,63.2,55,4.26,4.29,2.7,417
0.3,Very Good,G,VS2,60.6,61,4.29,4.32,2.61,526
0.73,Premium,F,SI1,61.6,62,5.76,5.71,3.53,2346
0.51,Ideal,H,VVS2,61,57,5.22,5.18,3.17,1574
0.51,Very Good,G,SI1,63.4,56,5.03,5.1,3.21,1122
0.9,Premium,E,SI1,61.1,58,6.22,6.26,3.81,4106
0.33,Ideal,H,VVS1,61.4,53,4.5,4.55,2.78,687
1.56,Ideal,H,SI2,62.4,55,7.39,7.48,4.64,9081
0.61,Good,G,I1,61.2,57.2,5.44,5.49,3.34,931
0.75,Very Good,E,SI2,60.9,59,5.83,5.9,3.57,2383
0.3,Premium,H,SI1,61.3,61,4.27,4.25,2.61,540
0.33,Ideal,G,VS1,61.7,56,4.44,4.47,2.75,666
0.31,Ideal,E,VS2,62.3,57,4.32,4.35,2.7,680
1.02,Premium,G,SI1,61.3,58,6.47,6.45,3.96,4341
1.01,Good,H,SI1,62.9,55,6.35,6.41,4.01,4574
0.3,Ideal,H,VVS1,61.9,57,4.29,4.31,2.66,665
0.28,Very Good,D,VVS2,62.2,52,4.21,4.25,2.63,777
0.65,Ideal,D,VS2,62.7,57,5.56,5.5,3.47,2392
0.72,Very Good,G,VS1,60.5,57,5.8,5.83,3.52,2919
0.35,Ideal,H,VS1,62,56,4.54,4.56,2.82,614
1.5,Premium,E,VS2,59.4,62,7.48,7.4,4.42,12587
0.32,Premium,D,SI1,60.4,58,4.47,4.44,2.69,756
0.9,Good,H,SI1,61.4,60,6.06,6.12,3.74,3730
0.53,Premium,G,VS2,60.7,59,5.24,5.18,3.16,1607
1.55,Ideal,G,VVS2,61.9,54,7.41,7.45,4.6,15512
0.31,Ideal,F,IF,62.2,54,4.37,4.41,2.73,914
1.05,Ideal,F,SI1,60.6,59,6.51,6.56,3.96,5586
0.41,Good,D,SI1,63.4,55,4.68,4.72,2.98,738
1.28,Ideal,F,VVS2,62.2,56,6.95,6.91,4.32,12841
0.7,Very Good,E,SI1,62.5,59,5.66,5.7,3.55,2617
0.38,Ideal,F,VVS2,62,55,4.66,4.7,2.9,963
