carat,cut,color,clarity,depth,table,x,y,z,price
1.01,Very Good,J,VS2,60.6,59,6.42,6.45,3.9,4337
1.22,Very Good,H,SI1,61.2,60,6.83,6.9,4.2,6071
0.44,Very Good,I,VS2,62.5,57,4.85,4.88,3.04,795
1.23,Premium,I,SI2,62.1,59,6.83,6.79,4.23,4773
0.8,Premium,J,VS1,60.8,59,6,5.94,3.63,2292
0.27,Ideal,H,VS1,62.2,55,4.15,4.18,2.59,500
1.09,Ideal,E,SI2,61.9,55,6.64,6.6,4.1,5127
1.12,Premium,E,SI2,61.1,58,6.73,6.69,4.1,5620
1.12,Very Good,G,SI2,60.2,59,6.7,6.85,4.08,4852
0.9,Very Good,H,SI1,63.2,59,6.08,6.14,3.86,3388
0.42,Very Good,H,VS2,59,57,4.92,4.95,2.91,843
0.4,Ideal,I,SI2,61.3,56,4.76,4.79,2.93,612
1.25,Ideal,E,VVS1,62.6,56,6.83,6.91,4.3,13536
1.2,Ideal,E,SI2,61.1,55,6.9,6.87,4.21,5494
1.22,Ideal,G,VVS2,62.3,56,6.81,6.84,4.25,10038
0.71,Fair,D,SI2,64.6,60,5.62,5.59,3.62,2198
2.27,Premium,I,SI2,62.5,59,8.45,8.39,5.26,14937
0.7,Premium,F,SI1,62.5,62,5.63,5.57,3.5,2268
1.14,Ideal,G,SI1,61.7,56,6.71,6.75,4.15,6741
0.34,Ideal,E,VS1,62.4,54,4.45,4.49,2.79,827
0.54,Ideal,D,VS1,61.4,53,5.28,5.3,3.25,1955
0.91,Ideal,J,VVS2,60.2,57,6.31,6.34,3.81,3826
0.52,Very Good,G,VS1,61.8,58,5.19,5.16,3.2,1581
0.43,Ideal,E,VVS1,61,57,4.85,4.88,2.97,1827
1.2,Ideal,H,SI2,62.6,58,6.74,6.81,4.24,5613
1.52,Very Good,H,VVS2,62.8,56,7.3,7.32,4.59,12648
0.52,Ideal,G,VVS2,62.1,57,5.13,5.17,3.2,1911
1.31,Premium,J,SI1,59.6,59,7.16,7.13,4.26,5876
1,Premium,G,VS1,62,62,6.38,6.33,3.94,6115
0.43,Ideal,H,VVS1,61.5,56,4.86,4.89,3,1298
1.65,Premium,G,I1,62,59,7.53,7.57,4.68,6788
0.61,Good,D,SI1,59,57,5.54,5.57,3.28,1759
1.02,Ideal,F,SI1,60.3,60,6.55,6.51,3.94,5195
0.7,Very Good,G,VS1,61.4,55,5.7,5.74,3.51,2748
0.73,Fair,D,SI2,65.5,60,5.64,5.54,3.66,2147
0.34,Premium,I,VVS1,61.9,58,4.52,4.43,2.77,803
0.73,Very Good,H,VS2,60.8,56,5.82,5.84,3.55,2779
0.7,Very Good,G,SI1,63.2,58,5.64,5.6,3.55,2117
0.73,Ideal,D,VS1,60.9,55,5.83,5.86,3.56,3937
0.36,Premium,J,SI1,61.3,60,4.52,4.59,2.79,421
0.41,Ideal,E,SI1,61.5,55,4.78,4.81,2.95,711
0.41,Ideal,E,VVS2,62,56,4.72,4.76,2.94,1187
0.3,Very Good,F,SI1,57.9,61,4.39,4.49,2.57,489
0.3,Ideal,G,VVS2,62.7,57,4.32,4.26,2.69,878
0.53,Ideal,F,VVS2,61,57,5.23,5.26,3.22,2269
2.02,Fair,G,I1,65.6,57,7.87,7.8,5.15,6346
0.51,Ideal,G,VVS2,61.8,56,5.1,5.16,3.17,1875
1.22,Good,J,VS1,58.5,61,6.94,7,4.08,5356
0.9,Very Good,I,SI2,61.5,61,6.13,6.16,3.78,3057
0.67,Very Good,G,VS2,61.7,59.7,5.56,5.61,3.45,2131
1,Good,G,VS2,63.4,57,6.27,6.31,3.99,5702
2.04,Premium,H,SI1,63,58,8.1,8.03,5.08,18115
1.23,Ideal,J,SI2,63.2,58,6.82,6.74,4.29,5083
0.93,Good,F,SI2,59.4,61,6.24,6.25,3.71,3418
0.51,Good,F,SI1,64.2,59,5.04,5.02,3.23,1406
1,Ideal,E,SI1,62.7,57,6.39,6.49,4.04,5622
0.62,Ideal,F,VS1,61.9,55,5.46,5.19,3.39,2344
1.02,Very Good,H,SI2,63.4,54,6.37,6.43,4.06,4252
0.38,Very Good,E,VVS1,60,59,4.66,4.68,2.8,1053
0.43,Ideal,I,VS1,62.2,53,4.86,4.91,3.04,789
1.01,Premium,H,VS2,62.1,57,6.45,6.39,3.99,5120
1.5,Very Good,D,SI1,62,63,7.27,7.31,4.52,11933
1.56,Ideal,G,VS2,62.3,53,7.41,7.49,4.64,13787
1.53,Premium,G,SI2,58.5,59,7.52,7.49,4.39,6788
0.3,Ideal,D,SI1,61.6,56,4.3,4.34,2.66,552
0.35,Ideal,F,VS2,61.4,55,4.6,4.55,2.81,906
1,Ideal,E,VS2,61.6,57,6.38,6.44,3.95,6600
0.71,Very Good,F,VS1,60.6,60,5.68,5.73,3.46,3218
0.65,Premium,E,SI2,62.6,59,5.54,5.49,3.45,1827
0.23,Very Good,E,VVS2,61.2,60,3.97,4,2.44,505
1.11,Ideal,E,VS2,62.1,53,6.67,6.69,4.14,8698
0.9,Good,D,SI2,63.9,60,6.07,6.11,3.89,3153
0.31,Premium,D,SI1,60.6,59,4.39,4.35,2.65,684
0.32,Premium,G,IF,61,59,4.41,4.38,2.68,952
0.39,Very Good,F,VS2,62.1,59,4.69,4.71,2.92,716
0.92,Premium,H,SI1,62.4,58,6.19,6.22,3.87,3624
0.42,Premium,G,SI1,62.7,59,4.72,4.75,2.97,717
1.29,Ideal,H,VS1,61.2,57,7.01,7.05,4.3,8887
0.38,Very Good,E,VS2,60.5,62,4.65,4.74,2.84,866
1.01,Fair,F,SI1,65,61,6.29,6.23,4.07,5131
0.3,Premium,E,VS2,62,58,4.29,4.26,2.65,844
1.23,Very Good,F,VS1,60.6,58,6.88,6.95,4.19,9346
1.04,Very Good,F,VS2,60.1,59,6.56,6.61,3.96,6342
1.73,Good,J,SI1,65.6,55,7.42,7.47,4.88,8703
0.37,Premium,I,VVS1,61.6,59,4.66,4.62,2.86,874
0.39,Ideal,F,VS2,62.1,53,4.73,4.77,2.95,828
1.01,Good,D,VS1,56.8,61,6.5,6.45,3.68,5050
2.06,Good,H,SI2,63.7,57,8.12,8.03,5.14,16512
1,Good,E,SI1,61.1,58,6.43,6.41,3.92,6275
1,Very Good,I,SI2,60.7,59,6.4,6.46,3.9,4080
0.3,Premium,H,VS2,63,59,4.29,4.25,2.69,608
1.51,Very Good,I,SI1,61.6,58,7.35,7.3,4.51,9283
1.28,Ideal,G,I1,61.6,57,6.96,6.93,4.28,4509
0.3,Ideal,F,VVS2,61.1,57,4.3,4.34,2.64,736
0.7,Premium,D,VS1,61,59,5.79,5.72,3.51,3501
1.11,Ideal,G,VS2,61.4,56,6.65,6.7,4.1,7443
0.31,Ideal,G,VS2,61.1,57,4.37,4.4,2.68,562
1.65,Ideal,J,SI1,62.5,56,7.59,7.54,4.73,8334
0.52,Very Good,E,SI1,58.4,58,5.29,5.33,3.1,1382
1.01,Fair,H,VS1,61.4,66,6.34,6.24,3.87,5062
0.82,Good,G,VS2,64,57,5.92,5.89,3.78,2805
0.73,Ideal,F,SI2,61.7,57,5.78,5.82,3.58,2087
1.58,Ideal,H,SI1,62.5,57,7.43,7.39,4.63,10345
0.3,Ideal,H,VS1,61.3,56,4.31,4.33,2.65,526
0.33,Ideal,E,VS2,61.1,56,4.48,4.45,2.73,928
0.9,Very Good,G,VS2,63.2,58,6.11,6.17,3.88,4531
0.53,Very Good,G,VS1,59.6,58,5.24,5.31,3.15,1655
0.53,Ideal,H,VS2,62.5,56,5.19,5.15,3.23,1412
2.02,Ideal,H,SI2,60.8,56,8.21,8.14,4.97,11715
1,Very Good,H,VS2,63.3,53,0,0,0,5139
1.05,Ideal,F,SI2,60.9,56,6.64,6.56,4.02,4675
0.41,Premium,G,SI1,62.7,55,4.8,4.77,3,923
0.9,Good,G,SI1,63.7,60,6.11,6.07,3.88,3669
1.21,Good,J,SI2,63.7,55,6.75,6.81,4.32,4192
1.11,Ideal,H,VS2,64,58,6.52,6.46,4.16,5632
1.72,Good,F,SI1,64.3,60,7.52,7.56,4.85,13499
0.91,Very Good,H,VS2,58.3,59,6.35,6.47,3.74,4193
0.7,Ideal,J,VS1,62.8,56,5.64,5.66,3.55,2000
0.31,Very Good,G,VS1,63.2,56,4.29,4.28,2.71,802
1,Premium,J,SI1,58.7,58,6.55,6.51,3.83,3920
0.58,Ideal,G,VS1,61.5,55,5.36,5.41,3.31,1911
0.5,Good,E,VS2,64.1,58,5.01,5.03,3.22,1299
0.82,Premium,F,SI2,62.5,59,6,5.94,3.73,2544
0.31,Ideal,G,IF,61.9,56,4.33,4.35,2.68,871
0.5,Very Good,D,VS2,61.1,58,5.07,5.11,3.11,1646
0.81,Premium,G,SI2,61.7,57,5.99,5.94,3.68,2482
1.25,Premium,H,SI2,62.1,58,6.93,6.86,4.28,5950
0.24,Ideal,G,IF,61.7,56,3.99,4.01,2.47,559
0.54,Ideal,G,VS2,61.5,55,5.24,5.27,3.23,1422
0.3,Ideal,E,VS1,62.1,57,4.3,4.33,2.68,670
0.3,Ideal,D,VS2,62.8,57,4.31,4.29,2.7,911
0.3,Ideal,G,IF,60.9,57,4.29,4.32,2.62,895
1.01,Premium,G,SI1,62.9,61,6.4,6.36,4.01,4672
0.52,Ideal,F,VVS1,61.2,56,5.21,5.19,3.18,2867
0.39,Premium,E,VS2,60.1,61,4.76,4.72,2.85,951
0.4,Ideal,H,VVS2,62.1,57,4.69,4.74,2.93,877
0.32,Very Good,F,VS2,63,57,4.33,4.37,2.74,602
2.33,Premium,H,I1,60.7,58,8.64,8.56,5.22,8220
0.43,Good,I,VS2,58,57,4.96,5.01,2.89,696
0.9,Good,H,VS1,60.6,61,6.13,6.19,3.73,4072
0.37,Good,H,VS2,63.7,55,4.54,4.56,2.9,584
0.5,Ideal,H,VVS2,60.4,55,5.16,5.2,3.13,1608
0.32,Ideal,H,VVS2,62.9,57,4.39,4.36,2.75,828
1.47,Very Good,J,VS2,62.5,59,7.18,7.23,4.5,6763
0.71,Good,E,SI1,62.8,64,5.6,5.54,3.5,2817
0.39,Ideal,G,VS2,62.2,53.9,4.66,4.69,2.9,787
0.4,Premium,E,VS1,60.3,58,4.8,4.82,2.9,1053
0.52,Very Good,G,SI2,63.3,58,5.11,5.06,3.22,1073
1.51,Very Good,H,VS2,62.3,61,7.27,7.3,4.54,9821
1.44,Good,G,VS1,63.6,58,7.01,6.96,4.44,9677
0.71,Very Good,E,VS2,61.6,56,5.74,5.81,3.56,2630
0.52,Ideal,G,VVS2,62.1,56,5.17,5.14,3.2,2012
0.51,Ideal,E,VS2,61.6,55,5.15,5.2,3.19,1985
0.55,Good,D,SI2,63.3,56,5.21,5.24,3.31,1272
0.83,Ideal,J,VS2,62.1,56,5.98,6.03,3.73,2570
0.7,Ideal,F,VS1,61.7,55,5.72,5.76,3.54,3154
0.4,Very Good,E,VS2,62,57,4.66,4.7,2.9,912
0.43,Very Good,D,SI1,63.4,55,4.84,4.78,3.05,993
0.4,Premium,F,VVS2,60.7,58,4.75,4.7,2.87,1163
1.01,Premium,H,VS2,61.9,62,6.45,6.37,3.97,4559
1.04,Ideal,G,SI2,62,57,6.53,6.6,4.07,4200
0.72,Ideal,E,VS2,62,57,5.71,5.74,3.55,2843
1.01,Premium,G,SI2,61,58,6.48,6.43,3.94,4327
0.47,Ideal,D,VS2,61.9,56,4.99,5.03,3.1,1319
0.31,Ideal,D,VVS2,61,56,4.37,4.39,2.67,853
1.01,Ideal,H,SI1,62.9,55,6.35,6.4,4.01,4773
1.55,Premium,J,VS1,62.6,59,7.4,7.35,4.62,8749
0.71,Very Good,D,VS2,62.4,59,5.68,5.73,3.56,3217
1.2,Ideal,G,VVS2,62.3,54,6.82,6.86,4.26,10812
2.02,Ideal,F,SI2,62.7,57,8.07,7.93,5.03,13453
1.04,Premium,E,SI2,59.2,58,6.64,6.7,3.95,4484
1.06,Premium,D,SI1,61.1,59,6.63,6.56,4.03,6352
1.09,Premium,G,SI2,60.7,57,6.72,6.62,4.06,4047
0.34,Premium,E,VS2,61,59,4.48,4.51,2.74,745
0.65,Ideal,E,VVS2,62.1,57,5.55,5.6,3.46,3023
0.41,Ideal,G,IF,62,55,4.8,4.81,2.98,1425
0.41,Good,F,VS2,63.2,57,4.74,4.76,3,863
1.17,Good,D,SI2,60.4,65,6.81,6.77,4.1,5567
0.4,Ideal,G,VS1,62.2,56,4.72,4.74,2.94,877
1.01,Premium,F,VS1,62.5,58,6.42,6.37,4,7602
0.32,Ideal,F,IF,62.2,55,4.4,4.38,2.73,1080
0.31,Premium,I,VS2,59.9,60,4.41,4.44,2.65,435
1.51,Very Good,E,VS2,62.4,59,7.26,7.36,4.56,14709
1.41,Ideal,J,SI1,62.3,55,7.18,7.21,4.48,6889
0.56,Very Good,H,SI1,59.9,60,5.3,5.35,3.19,1230
0.73,Good,I,VS2,63.7,58,5.69,5.64,3.61,2144
0.7,Good,E,SI1,63.6,62,5.57,5.6,3.55,2386
0.58,Ideal,F,SI1,61.4,57,5.33,5.38,3.29,1408
0.37,Ideal,F,VS2,61.4,56,4.63,4.59,2.83,957
0.39,Premium,D,VVS2,63,57,4.69,4.65,2.94,1290
0.23,Very Good,G,VVS2,62.8,55,3.93,3.95,2.47,431
0.61,Very Good,E,VS2,60.1,60,5.5,5.54,3.32,1884
2.07,Very Good,J,VS2,61.3,56,8.16,8.2,5.02,13495
0.72,Premium,J,SI1,60.4,61,5.87,5.82,3.53,1579
0.7,Good,F,SI1,64.3,63,5.55,5.58,3.58,1955
1,Fair,E,SI1,66.5,55,6.21,6.19,4.12,3696
0.77,Very Good,H,SI1,60.4,58,5.9,5.93,3.57,2591
0.5,Ideal,I,VVS2,61.2,56,5.13,5.16,3.15,1367
1.29,Premium,H,SI1,61.6,57,7.02,6.97,4.31,6588
0.71,Ideal,H,VS2,62.2,56,5.68,5.74,3.55,2622
1.52,Premium,J,VS1,62.4,59,7.31,7.36,4.58,8110
0.36,Ideal,D,VS2,61.1,57,4.62,4.58,2.81,1094
1.01,Good,F,VS2,62.5,62,6.32,6.38,3.97,6089
1.01,Good,F,SI1,63.7,57,6.35,6.4,4.06,4899
0.52,Very Good,F,SI1,60,58,5.21,5.26,3.14,1261
1.53,Fair,J,VS2,64.7,58,7.24,7.22,4.68,6659
0.81,Very Good,G,VS1,63.1,58,5.92,5.96,3.75,3507
1.8,Ideal,H,VS1,62.3,56,7.76,7.79,4.84,14968
0.31,Ideal,E,SI2,61.3,55,4.37,4.34,2.67,558
0.3,Ideal,F,VS2,62.8,56,4.31,4.29,2.7,776
0.73,Ideal,F,VS1,61.2,56,5.89,5.81,3.58,2835
0.33,Good,G,IF,57.9,60,4.55,4.57,2.64,984
1.51,Good,H,SI2,61,56,7.29,7.37,4.47,8243
0.61,Ideal,H,VS2,62,53,5.47,5.49,3.4,1591
1.02,Premium,H,VS2,61.8,58,6.49,6.43,3.99,5241
1.02,Ideal,D,SI2,61.4,56,6.42,6.57,3.99,4946
0.3,Ideal,D,SI1,61.6,57,4.32,4.28,2.65,709
1.01,Premium,D,SI2,62.2,60,6.43,6.4,3.99,4672
0.75,Premium,J,SI1,61.7,56,5.92,5.81,3.62,1958
1.14,Premium,G,VS2,61.2,58,6.75,6.71,4.12,6619
0.4,Ideal,E,SI1,62.2,55,4.71,4.75,2.94,737
1.01,Ideal,G,VS2,61.8,57,6.43,6.41,3.97,6504
1.67,Very Good,H,SI1,59.4,61,7.73,7.78,4.61,11146
1.5,Very Good,E,VS2,62.1,60,7.27,7.32,4.53,14639
0.23,Very Good,E,VVS2,61.9,57,3.91,3.94,2.43,505
0.51,Ideal,H,VS2,62.9,57,5.07,5.1,3.2,1397
3.01,Premium,F,I1,62.2,56,9.24,9.13,5.73,9925
0.7,Ideal,I,SI2,62.1,57,5.66,5.71,3.53,2079
1,Very Good,E,VVS2,63.5,55,6.36,6.31,4.02,8910
1.14,Ideal,H,SI2,62.6,57,6.72,6.63,4.18,4788
1.04,Premium,G,VS2,62.5,58,6.47,6.43,4.03,6290
0.56,Ideal,D,VVS1,61.9,56,5.32,5.28,3.28,3496
0.91,Premium,D,SI1,63,59,6.15,6.11,3.86,4352
0.7,Premium,E,VS2,60.9,59,5.68,5.71,3.47,2673
1.33,Premium,G,SI2,63,59,7,6.97,4.4,6480
1.51,Premium,G,VS2,62.7,58,7.2,7.31,4.55,12756
0.37,Very Good,G,VS1,63.1,56,4.59,4.57,2.89,957
0.44,Ideal,J,VVS2,62.1,55,4.88,4.91,3.04,726
0.9,Very Good,G,SI1,63.5,59,6.07,6.11,3.87,3649
0.53,Very Good,F,SI1,59.6,58,5.28,5.33,3.16,1250
1.51,Ideal,D,SI1,61.9,57,7.42,7.35,4.57,11942
1,Premium,H,SI2,59.4,60,6.55,6.49,3.87,3360
0.23,Ideal,G,SI1,62.1,53,3.93,3.96,2.45,364
0.3,Premium,F,VS1,59.8,60,4.39,4.31,2.6,799
1.51,Premium,D,SI2,63,62,7.28,7.23,4.57,9894
0.46,Fair,G,VS1,58,66,5.08,5.03,2.93,1035
0.32,Good,E,VS1,64.3,59,4.28,4.34,2.77,638
0.9,Premium,H,SI1,62.8,62,6.09,6.05,3.81,3387
1.05,Ideal,F,SI1,62,55,6.5,6.54,4.04,5457
0.9,Good,I,VS1,62.8,59,6.11,6.18,3.86,3447
1,Good,F,VS2,62.1,61,6.31,6.38,3.94,6030
1.05,Ideal,F,SI2,60.9,56,6.56,6.64,4.02,4591
0.63,Good,J,SI1,59.9,64,5.63,5.58,3.36,1134
1.09,Very Good,G,VS2,59.9,56,6.59,6.73,3.99,5783
0.71,Very Good,I,VVS2,63.1,58,5.71,5.64,3.58,2450
1,Premium,I,SI2,61.6,59,6.34,6.41,3.93,3712
0.5,Very Good,H,VS1,64.6,56,4.97,5.06,3.24,1426
0.3,Ideal,F,IF,61.3,58,4.29,4.33,2.64,873
0.33,Ideal,G,VS2,62.3,57,4.43,4.4,2.75,743
0.55,Premium,E,VS1,59.6,60,5.41,5.36,3.15,2277
0.7,Good,H,VVS2,63.7,54,5.72,5.62,3.61,2477
2,Very Good,J,VS2,60.7,59,8.12,8.15,4.94,13113
0.9,Very Good,I,VS2,58.7,60,6.28,6.35,3.71,3709
0.73,Ideal,F,VVS1,61.9,56,5.75,5.79,3.57,5154
1.19,Premium,I,SI1,62.2,58,6.73,6.77,4.2,4777
0.58,Ideal,G,VS1,62,57,5.32,5.35,3.31,1884
0.7,Very Good,G,VVS2,60.8,57,5.72,5.76,3.49,2931
0.26,Very Good,F,VVS2,63.2,54,4.05,4.08,2.57,597
2,Premium,H,SI1,59.8,60,8.04,8.01,4.8,13986
1.15,Premium,I,VS2,62.6,56,6.74,6.67,4.2,5120
0.9,Good,I,VS1,63.3,59,6.06,6.1,3.85,3644
1.34,Premium,H,SI1,62.4,57,7.07,6.96,4.38,6814
0.53,Ideal,I,VVS2,60.9,56,5.26,5.3,3.21,1351
1.53,Ideal,F,SI1,62,56,7.43,7.38,4.59,11229
2.16,Ideal,J,VS1,61.4,59,8.27,8.33,5.1,15714
0.9,Premium,E,SI1,62.3,56,6.21,6.14,3.85,4502
0.5,Very Good,F,SI2,62.9,63,4.99,4.93,3.12,1125
0.31,Good,D,SI1,63.8,57,4.29,4.33,2.75,533
0.35,Ideal,G,IF,61.8,56,4.57,4.52,2.81,1041
2.03,Ideal,H,SI1,60.8,57,8.18,8.24,4.99,17864
0.27,Ideal,D,VVS2,62.6,56,4.13,4.15,2.59,622
0.42,Ideal,I,VVS1,62.4,57,4.83,4.79,3,945
0.5,Ideal,F,SI1,59.9,57,5.19,5.16,3.1,1286
0.9,Very Good,G,VS2,62.5,57,6.12,6.14,3.83,4600
0.33,Ideal,I,VVS2,62.4,56,4.43,4.41,2.76,743
0.4,Premium,D,SI1,60.8,59,4.8,4.77,2.91,990
0.9,Very Good,G,VS2,61,60,6.21,6.24,3.8,4210
0.3,Good,H,SI2,63.2,55,4.26,4.29,2.7,378
1.19,Premium,D,SI2,58.8,58,7.04,6.9,4.1,5504
0.98,Premium,I,I1,59.6,60,6.43,6.3,3.79,2064
0.9,Good,E,SI1,62.6,62,6.15,6.18,3.86,3945
1.09,Very Good,F,VVS1,61.4,58,6.6,6.65,4.07,10463
1.59,Premium,F,VS2,60.2,60,7.62,7.59,4.58,15602
1.03,Ideal,G,SI2,61.7,55,6.48,6.52,4.01,4391
0.92,Ideal,E,SI2,62.2,56,6.2,6.24,3.87,4011
0.52,Ideal,E,SI2,61,57,5.18,5.21,3.17,1412
0.3,Ideal,H,VVS1,62.2,56,4.28,4.3,2.67,665
0.7,Premium,E,SI2,62,55,5.65,5.61,3.49,2135
0.51,Premium,G,VVS2,61.7,58,5.11,5.14,3.16,1875
0.32,Premium,H,VS2,61.9,58,4.39,4.37,2.71,648
1.24,Ideal,I,SI1,62.1,56,6.88,6.84,4.26,5902
1.02,Ideal,H,SI1,61.9,57,6.4,6.46,3.98,4924
0.32,Ideal,G,VVS2,62.2,57,4.38,4.36,2.72,936
1.24,Premium,D,SI2,61,59,6.93,6.97,4.24,5311
0.61,Very Good,J,SI2,58.1,63,5.62,5.6,3.26,1125
2.03,Premium,G,VS2,59.6,60,8.27,8.21,4.91,18680
0.5,Ideal,D,VS2,61.5,57,5.07,5.11,3.13,1612
1.5,Fair,F,SI2,64.7,59,7.13,7.05,4.59,7056
1.11,Very Good,E,SI2,61.6,61,6.61,6.66,4.09,4102
0.35,Ideal,G,VS1,62.5,55,4.55,4.51,2.83,906
0.8,Ideal,F,SI2,62.7,55,5.94,5.9,3.71,2622
1.24,Premium,J,VS2,61.4,59,6.91,6.83,4.22,5026
0.61,Very Good,J,SI1,60.8,58,5.46,5.49,3.33,1149
0.38,Good,E,VS2,63.2,57,4.59,4.62,2.91,693
0.53,Ideal,D,VS2,62.1,55,5.17,5.2,3.22,1857
1.05,Ideal,G,SI1,62.3,55,6.47,6.54,4.05,5361
0.9,Good,E,SI1,58.1,64,6.26,6.28,3.64,3884
0.44,Ideal,D,VS2,60.4,56,4.95,4.91,2.98,1155
0.4,Very Good,J,VS2,60.9,62,4.73,4.76,2.89,596
0.4,Very Good,J,IF,62.2,61,4.68,4.71,2.92,828
0.51,Premium,E,VS2,61.3,58,5.13,5.15,3.15,1656
1.1,Good,E,SI2,63.3,56,6.53,6.58,4.15,4065
1,Premium,E,VS2,60,60,6.43,6.43,3.89,6600
0.3,Ideal,E,VVS2,61.6,58,4.28,4.33,2.65,766
1.5,Very Good,H,SI1,61.6,57,7.26,7.35,4.5,9523
1.03,Premium,F,SI1,58.6,62,6.65,6.6,3.88,5087
0.51,Good,D,VS2,58,60,5.26,5.29,3.06,1831
1.01,Very Good,G,VS2,59.9,60,6.46,6.52,3.89,5759
0.76,Premium,G,I1,63,55,5.83,5.74,3.65,1629
0.34,Premium,I,SI1,60.2,59,4.55,4.52,2.73,574
0.54,Ideal,D,VS2,61.1,57,5.29,5.19,3.2,1993
0.41,Ideal,E,VS1,60.4,55,4.85,4.89,2.94,1115
0.42,Very Good,E,SI1,62.7,57,4.77,4.83,3.01,773
0.41,Ideal,G,VS1,61.4,55,4.8,4.78,2.94,961
0.38,Ideal,J,SI1,61.8,54,4.68,4.7,2.9,525
0.52,Good,F,VS1,58.6,63,5.27,5.34,3.11,1594
1.24,Ideal,G,VVS2,61.1,56,6.94,6.97,4.25,11601
0.5,Ideal,E,SI1,61.6,55,5.09,5.13,3.15,1410
1.01,Premium,D,VS2,60,59,6.53,6.48,3.9,7508
1.24,Premium,F,VS1,60.1,59,6.99,7.02,4.21,9738
1.71,Premium,H,VS2,59.2,61,7.83,7.77,4.62,10084
0.91,Very Good,D,SI2,61.5,56,6.22,6.27,3.84,4123
0.52,Ideal,E,VS2,61.3,57,5.19,5.22,3.19,1576
0.89,Premium,H,VS1,60.5,59,6.22,6.17,3.75,3489
0.38,Ideal,F,VVS2,61,57,4.69,4.72,2.87,1117
0.5,Good,D,SI1,63.9,56,5.02,4.93,3.18,1257
0.9,Fair,E,SI1,65.5,59,6.06,6.03,3.96,3508
0.7,Ideal,E,SI1,60.9,57,5.73,5.76,3.5,2768
0.94,Ideal,G,VVS1,62.4,58,6.22,6.27,3.9,6488
0.97,Ideal,H,VVS1,60.4,57,6.4,6.48,3.89,6801
0.71,Very Good,H,SI1,62.1,61,5.63,5.71,3.52,2354
1.01,Good,G,SI1,64.2,56,6.38,6.26,4.05,4138
0.9,Very Good,D,SI1,61.1,63,6.21,6.17,3.78,3997
1.1,Premium,D,SI1,58.8,61,6.73,6.67,3.94,5606
1.46,Premium,G,SI2,59.5,59,7.34,7.29,4.35,7931
0.51,Ideal,E,SI1,61.3,55,5.17,5.11,3.15,1546
0.3,Ideal,F,VS2,61.1,56,4.31,4.33,2.64,605
0.32,Premium,H,VS1,61.7,61,4.43,4.38,2.72,720
0.3,Ideal,D,VS2,61.5,55,4.35,4.3,2.66,911
0.31,Good,F,VS1,63.9,55,4.27,4.3,2.74,607
1.55,Ideal,E,SI1,61.5,56,7.36,7.4,4.54,13171
0.4,Ideal,G,VS1,62.9,55,4.76,4.71,2.98,1104
1.29,Very Good,J,SI2,63.5,57,6.89,6.87,4.37,3884
0.71,Very Good,I,SI1,62.9,59,5.66,5.7,3.57,2008
0.55,Premium,G,VS2,59.6,59,5.36,5.32,3.18,1556
0.78,Very Good,F,VS1,63.3,56,5.84,5.89,3.71,3563
1.27,Ideal,F,VVS2,61,57,6.98,7.02,4.27,13823
