carat,cut,color,clarity,depth,table,x,y,z,price
1.05,Premium,E,SI2,61.5,59,6.52,6.58,4.03,4139
1,Fair,H,SI2,66.1,56,6.21,5.97,4.04,2856
1.04,Very Good,E,IF,63.6,58,6.41,6.43,4.08,11269
1.06,Ideal,I,VS1,61.1,56,6.59,6.61,4.03,5702
0.32,Ideal,D,SI1,62,57,4.38,4.42,2.73,589
0.26,Ideal,F,IF,60.9,55,4.15,4.23,2.55,768
0.38,Ideal,H,VS1,60.6,57,4.7,4.73,2.85,871
0.3,Very Good,G,VS2,63.1,58,4.27,4.23,2.68,630
1.05,Ideal,H,VS2,61.7,57,6.52,6.55,4.03,5728
1.5,Ideal,G,VVS2,62.2,55,7.33,7.35,4.57,16948
1.76,Ideal,I,VS1,62,57,7.74,7.71,4.79,11722
0.77,Very Good,D,SI1,58.6,59,6,6.04,3.53,3160
0.42,Ideal,D,SI2,62.4,57,4.81,4.78,2.99,898
0.72,Ideal,G,VVS1,61.7,54.8,5.73,5.77,3.55,3548
1.04,Good,J,SI2,63.8,56,6.36,6.32,4.05,3204
0.3,Ideal,I,SI1,62.3,56,4.35,4.32,2.7,506
0.51,Ideal,D,SI1,61.6,56,5.1,5.12,3.15,1569
1.01,Ideal,H,SI2,61.6,56,6.48,6.44,3.98,3501
0.4,Premium,E,SI1,61.3,59,4.69,4.74,2.89,737
0.3,Very Good,D,SI1,62.5,57,4.26,4.28,2.67,552
1.23,Ideal,H,IF,61.3,57,6.92,6.87,4.23,8585
1.05,Premium,H,SI2,63,59,6.48,6.44,4.07,4234
1.21,Very Good,H,VS1,62.3,58,6.71,6.74,4.19,7246
0.48,Ideal,F,SI2,61,57,5.05,5.08,3.09,918
0.44,Very Good,E,SI1,63.2,53,4.87,4.84,3.07,970
0.32,Ideal,F,VVS1,61.4,56,4.42,4.38,2.7,990
0.79,Ideal,F,SI1,61.3,56,5.96,6.01,3.67,3163
0.71,Ideal,D,SI1,61.7,57,5.7,5.75,3.53,2913
0.41,Ideal,D,SI1,61.4,56,4.77,4.8,2.94,791
0.47,Ideal,G,VVS1,61.3,56,5.03,5.05,3.09,1441
0.71,Very Good,F,SI1,60.7,57,5.78,5.81,3.52,2088
0.42,Premium,F,SI1,60,59,4.88,4.85,2.92,992
1.31,Premium,J,SI1,59.6,59,7.16,7.13,4.26,5876
0.35,Ideal,H,VVS2,63,55,4.5,4.48,2.83,906
0.24,Very Good,E,VVS1,62.7,59,3.97,4,2.5,552
0.33,Ideal,D,VS2,61.8,56,4.48,4.45,2.76,1002
0.26,Ideal,F,VVS1,60.3,56,4.15,4.17,2.51,733
1.11,Ideal,I,VS1,63,56,6.61,6.57,4.15,5152
0.31,Ideal,H,VVS2,62.2,57,4.36,4.32,2.7,802
0.93,Premium,G,SI2,61.4,56,6.27,6.23,3.84,3019
0.4,Premium,F,SI1,62,56,4.77,4.72,2.94,945
0.38,Ideal,F,VS1,62.4,54,4.68,4.64,2.91,998
0.28,Very Good,H,VVS1,59.9,62,4.23,4.28,2.55,504
0.55,Ideal,G,VVS2,62.3,53,5.27,5.29,3.29,1799
1.16,Ideal,H,SI1,61.8,54,6.74,6.81,4.19,6084
0.36,Ideal,H,VS2,61,57,4.59,4.63,2.81,587
2,Premium,G,SI2,61.4,59,8.14,8.06,4.97,11544
2.31,Very Good,I,SI1,62.5,55,8.43,8.5,5.29,16801
0.39,Premium,E,VS2,61.4,58,4.73,4.68,2.89,951
0.3,Ideal,G,SI2,62.1,58,4.27,4.3,2.66,422
0.51,Very Good,I,VS1,62.5,59,5.1,5.14,3.2,1301
1.53,Very Good,G,VS1,62.8,56,7.31,7.37,4.61,12654
1,Premium,G,SI1,62.7,59,6.36,6.31,3.97,5292
0.52,Ideal,D,VS2,62.1,57,5.13,5.17,3.2,1774
0.72,Very Good,J,VVS1,61.4,61,5.7,5.77,3.52,2093
0.32,Ideal,E,VVS1,61.7,55,4.42,4.39,2.72,1020
0.34,Good,E,SI1,63.5,55,4.44,4.47,2.83,556
1.3,Fair,H,I1,64.4,57,6.93,6.86,4.44,2512
1.02,Premium,G,SI1,61.9,58,6.47,6.42,3.99,4381
1.54,Fair,F,SI1,65.8,56,7.22,7.18,4.74,10954
1.23,Ideal,I,SI2,61.2,58,6.86,6.9,4.21,5315
1.12,Premium,J,SI1,62.3,57,6.72,6.61,4.15,4064
0.7,Very Good,D,VS1,60.3,58,5.76,5.79,3.48,4095
0.53,Premium,E,SI1,62.1,58,5.11,5.19,3.2,1395
2.08,Premium,H,VS2,62,58,8.19,8.1,5.05,17258
0.32,Ideal,D,VS2,61.8,55,4.41,4.43,2.73,657
0.43,Very Good,F,VS1,62.2,61,4.75,4.83,2.98,1056
0.4,Ideal,E,VVS2,62.2,56,4.78,4.71,2.95,1238
1.21,Very Good,F,VS2,61.6,58,6.79,6.88,4.21,8505
0.28,Ideal,F,VVS2,61.5,57,4.19,4.24,2.59,787
1.22,Premium,I,SI2,62.9,56,6.84,6.79,4.29,5165
1.11,Premium,D,SI2,59.9,57,6.74,6.72,4.03,5134
0.42,Ideal,H,VVS1,61.9,54.2,4.8,4.82,2.98,1094
0.35,Ideal,E,SI1,60.7,56,4.57,4.59,2.78,667
1.01,Premium,I,VS2,62.5,58,6.39,6.44,4.01,4592
1.25,Very Good,H,VS2,63.3,57,6.87,6.82,4.33,7525
0.57,Very Good,D,VVS1,62.8,56,5.27,5.31,3.32,3126
0.35,Ideal,F,VS2,61.4,55,4.55,4.6,2.81,706
0.37,Ideal,F,VS1,61.7,56,4.61,4.63,2.85,811
0.4,Ideal,F,VVS2,61.7,56,4.72,4.74,2.92,1088
0.4,Ideal,G,SI2,61.8,56,4.75,4.77,2.94,654
0.64,Fair,I,VS2,55.3,69,5.85,5.69,3.19,1411
1.01,Premium,H,SI1,62.6,61,6.39,6.36,3.99,4707
1.54,Ideal,I,SI2,61.4,55,7.52,7.43,4.59,5994
1.5,Good,G,SI2,63.6,58,7.19,7.09,4.54,6552
1.09,Premium,E,SI2,59.4,60,6.81,6.7,4.01,4444
0.3,Very Good,E,VVS2,61.4,60,4.25,4.28,2.62,789
0.51,Good,H,VS1,63.7,55,5.07,5.1,3.24,1438
1.52,Ideal,H,VS1,62.3,55,7.36,7.32,4.57,11154
0.52,Ideal,D,VS2,61.3,56,5.15,5.2,3.17,1822
1.2,Premium,D,SI2,60.2,60,6.94,6.81,4.14,4203
0.91,Very Good,F,SI1,62.2,57,6.19,6.25,3.87,4108
0.33,Premium,G,VS1,61.3,58,4.42,4.45,2.72,666
0.51,Premium,E,SI2,62,57,5.13,5.09,3.17,1205
1.21,Premium,E,SI1,63,57,6.75,6.7,4.24,6261
0.31,Ideal,E,VS2,61,54,4.37,4.41,2.68,680
1.07,Ideal,E,VVS2,61.8,54,6.56,6.61,4.07,10453
0.41,Good,D,SI1,63.1,57,4.68,4.73,2.97,717
1.06,Premium,E,VS1,63,58,6.49,6.46,4.08,8044
1.16,Premium,H,SI1,61.2,57,6.84,6.76,4.16,5554
0.71,Premium,E,VS2,62.2,59,5.79,5.76,3.59,3101
0.3,Ideal,E,VS1,60.7,57,4.31,4.36,2.63,710
0.42,Ideal,H,VS1,62.4,57,4.76,4.79,2.98,847
0.31,Very Good,F,VS2,58.3,61,4.44,4.48,2.6,583
0.57,Premium,H,SI1,59.3,58,5.4,5.46,3.22,1218
2.02,Premium,I,SI2,61.1,61,8.11,8.08,4.95,13991
1.51,Very Good,J,SI2,61.9,59,7.26,7.31,4.51,6546
0.52,Ideal,D,SI1,62.9,56,5.16,5.11,3.23,1605
0.59,Ideal,E,VS2,61.4,58,5.38,5.4,3.31,1657
0.55,Ideal,F,VVS1,61.9,55,5.27,5.3,3.27,2380
0.71,Very Good,E,VS2,62.5,58,5.69,5.73,3.57,3344
1.22,Good,I,VS2,57.2,60,7.07,7.01,4.03,5431
0.56,Ideal,E,VS2,60.7,57,5.31,5.34,3.23,1819
0.32,Ideal,H,VS2,63,57,4.37,4.33,2.74,648
0.35,Very Good,G,VVS2,62.8,58,4.44,4.48,2.8,798
2.16,Very Good,I,SI1,58.5,60,8.49,8.54,4.98,17772
0.9,Premium,G,SI2,60.4,58,6.25,6.3,3.79,3445
1.51,Ideal,G,VS1,61.9,57,7.37,7.34,4.55,14674
1.13,Ideal,F,VS2,60.1,56,6.76,6.84,4.09,8157
0.41,Premium,F,SI1,59.8,59,4.85,4.82,2.89,969
0.71,Premium,I,VS2,62.9,60,5.66,5.62,3.55,2362
1.7,Premium,F,VS1,60.6,58,7.68,7.71,4.66,18430
0.32,Ideal,E,VVS2,62.4,56,4.43,4.39,2.75,1109
0.75,Premium,E,VS2,59.9,61,5.97,5.91,3.56,3108
0.52,Premium,D,VS2,62.4,58,5.13,5.09,3.19,1842
0.3,Very Good,E,SI1,60.6,56,4.35,4.37,2.64,526
0.34,Premium,I,VVS2,61.5,60,4.45,4.49,2.75,596
0.55,Premium,G,VS2,62.3,56,5.29,5.24,3.28,1668
0.31,Ideal,F,IF,61.7,56,4.38,4.41,2.71,901
0.95,Ideal,I,VS2,62.2,57,6.29,6.22,3.89,3884
0.41,Ideal,F,SI1,62.9,56,4.73,4.71,2.97,969
0.4,Ideal,H,VS1,61.8,56,4.78,4.74,2.94,1035
0.42,Good,F,SI1,63.6,57,4.7,4.76,3.01,722
1,Fair,D,VVS2,61.1,57,6.37,6.3,3.87,10562
1.21,Very Good,G,VVS2,60.4,56,6.88,6.92,4.17,9484
0.57,Ideal,F,SI1,61.4,57,5.35,5.3,3.27,1571
1.52,Premium,H,VS1,60.6,58,7.46,7.39,4.5,12047
0.6,Premium,D,SI1,62.9,58,5.39,5.33,3.37,1799
0.3,Premium,D,VS2,62.9,58,4.26,4.23,2.67,911
1.51,Premium,I,VS1,63,59,7.3,7.28,4.59,9513
1.04,Very Good,E,SI1,60.8,60,6.49,6.56,3.97,5231
0.53,Ideal,E,VS2,61.5,56,5.22,5.25,3.22,1948
0.33,Ideal,D,SI1,61.3,56,4.44,4.46,2.73,608
1.52,Very Good,J,SI1,62.3,57,7.32,7.38,4.58,7239
1.51,Ideal,H,VS1,62.3,57,7.34,7.29,4.55,11967
1.03,Premium,H,VS1,62.5,59,6.43,6.47,4.03,5523
0.25,Ideal,G,SI1,62.3,57,4.03,4.09,2.53,407
0.47,Good,G,VS2,60.1,60.3,5.02,5.07,3.03,1226
0.81,Premium,G,SI2,61.7,57,5.99,5.94,3.68,2482
0.3,Premium,H,SI1,61.2,60,4.29,4.31,2.63,421
0.7,Ideal,G,VVS1,62.3,57,5.61,5.65,3.51,3123
0.9,Ideal,H,SI2,61.9,55,6.21,6.19,3.84,4101
0.4,Very Good,G,SI1,61.1,61,4.7,4.76,2.89,702
0.3,Good,F,IF,64.3,53,4.22,4.27,2.73,780
0.31,Ideal,F,IF,62.2,56,4.31,4.34,2.69,874
1,Premium,F,SI1,59,59,6.55,6.5,3.85,4144
0.35,Ideal,H,SI2,60.3,55,4.61,4.65,2.79,474
0.7,Ideal,E,VS2,61.9,58,5.7,5.73,3.54,2952
0.5,Premium,E,VS2,61.8,58,5.11,5.05,3.14,1746
2.01,Very Good,G,SI1,63.5,60,7.98,7.89,5.04,15038
0.7,Ideal,D,SI1,62.3,53,5.7,5.72,3.56,2726
1.01,Good,D,VS1,63.1,59,6.34,6.37,4.01,7955
0.72,Good,H,VS2,61.8,61,5.68,5.75,3.53,2497
0.8,Very Good,H,VS2,59.1,59,6.02,6.07,3.57,2953
0.43,Premium,E,VS1,62.3,58,4.78,4.82,2.99,1131
0.3,Premium,D,SI1,59.7,59,4.37,4.34,2.6,709
0.4,Premium,F,VS1,60.3,60,4.81,4.77,2.89,1050
1.71,Premium,I,VS2,61.5,58,7.74,7.54,4.7,9116
0.42,Ideal,I,IF,62,54,4.82,4.85,3,961
0.52,Ideal,H,VS2,61.7,55,5.2,5.23,3.22,1689
0.9,Premium,D,SI2,59.8,61,6.21,6.17,3.7,3780
1.04,Premium,F,SI2,60.2,58,6.6,6.55,3.96,4717
0.7,Ideal,F,SI1,59.9,57,5.74,5.82,3.46,2264
0.3,Good,H,SI1,63.8,55,4.2,4.26,2.7,432
1.2,Premium,I,VS1,59.9,59,6.96,6.87,4.14,6250
0.24,Ideal,F,VS1,62.7,54,3.99,4.02,2.51,572
0.72,Ideal,I,VVS1,62.9,57,5.68,5.77,3.6,2493
0.31,Ideal,E,VVS2,62,54,4.38,4.39,2.72,864
0.4,Ideal,G,VVS1,61.5,57,4.74,4.79,2.93,1059
1.01,Very Good,E,SI1,64.1,56,6.29,6.35,4.05,5479
0.9,Very Good,I,VS2,62.5,57,6.12,6.2,3.85,3209
0.32,Premium,F,VS2,59.5,60,4.46,4.48,2.66,602
0.3,Very Good,G,VVS1,62.7,59,4.22,4.27,2.66,789
1.51,Premium,H,VS2,63,58,7.34,7.27,4.6,10548
0.77,Very Good,H,VS1,62.2,57,5.81,5.86,3.63,3152
0.71,Ideal,E,VS2,61.3,56,5.76,5.79,3.54,3553
0.7,Ideal,E,SI2,60.5,56,5.8,5.77,3.5,2375
2,Premium,H,SI1,58.2,60,8.34,8.26,4.83,18371
0.92,Very Good,F,SI2,62.1,59,6.21,6.26,3.87,3854
0.37,Premium,F,SI1,62.3,59,4.61,4.57,2.86,791
0.54,Ideal,E,VS2,61.6,59,5.21,5.24,3.22,1695
1.01,Very Good,E,SI2,60.2,60,6.46,6.5,3.9,5340
0.31,Premium,E,SI1,58.3,60,4.51,4.48,2.62,698
0.41,Ideal,F,VVS1,62,55,4.74,4.78,2.95,1295
0.5,Very Good,E,VS2,63.4,58,5.06,5.04,3.2,1629
1.51,Premium,G,VS1,60.1,58,7.48,7.45,4.49,14507
1.34,Very Good,G,VS2,60.7,59,7.04,7.07,4.28,9127
1.2,Premium,H,SI2,62.5,58,6.74,6.69,4.2,4368
0.52,Ideal,H,VVS1,61.7,55,5.2,5.17,3.2,1847
0.34,Ideal,E,VS1,62.2,57,4.46,4.51,2.79,698
0.46,Ideal,G,SI1,62.2,53.4,4.95,4.98,3.09,934
1.02,Premium,H,SI2,59.8,59,6.5,6.54,3.9,4207
0.73,Ideal,I,VS1,61.5,55,5.8,5.84,3.58,2908
0.3,Good,G,VS1,63.6,55,4.27,4.31,2.73,605
1.52,Premium,G,VS1,58.8,61,7.54,7.45,4.41,10640
0.41,Very Good,E,SI2,63.2,58,4.72,4.68,2.97,818
0.55,Ideal,E,SI1,60.7,57,5.27,5.3,3.21,1551
0.71,Premium,D,VS2,60.3,62,5.76,5.69,3.45,3077
0.61,Ideal,F,VS2,62.4,55,5.45,5.42,3.39,2108
1.13,Premium,H,SI2,59.4,58,6.8,6.74,4.02,4430
2.25,Premium,D,SI2,60.4,59,8.54,8.48,5.13,18007
0.33,Ideal,G,SI2,62.9,55,4.46,4.41,2.79,557
0.54,Premium,G,SI1,61.1,60,5.24,5.2,3.19,1340
0.56,Ideal,G,VS1,60.7,57,5.27,5.34,3.22,1682
1.12,Ideal,G,SI2,62.4,56,6.67,6.63,4.15,4798
0.7,Very Good,D,SI1,58.2,60,5.75,5.79,3.36,2681
0.7,Good,E,VS1,61,61,5.69,5.72,3.48,2952
1.5,Fair,H,SI2,59.3,58,7.31,7.37,4.35,7098
1.29,Fair,F,SI2,64.4,57,6.85,6.79,4.39,4824
0.8,Ideal,F,VS2,62.1,56,5.93,5.98,3.7,4043
1.2,Premium,F,VS1,62.3,58,6.78,6.71,4.2,8580
1.01,Premium,G,I1,61.7,62,6.41,6.35,3.93,2364
0.33,Ideal,G,VVS2,62.5,54,4.41,4.45,2.77,752
0.32,Good,G,SI1,63.5,56,4.35,4.38,2.77,477
1.69,Very Good,I,VVS2,60.4,59,7.7,7.73,4.66,12394
2.18,Very Good,F,SI2,63.4,60,8.2,8.17,5.19,12099
0.41,Very Good,F,VS1,58.6,61,4.83,4.87,2.84,1007
0.35,Ideal,D,VVS1,61.5,57,4.55,4.52,2.79,1247
0.39,Ideal,D,VVS2,61.8,57,4.71,4.67,2.9,1290
0.41,Ideal,D,VVS1,62.7,56,4.77,4.74,2.98,1413
0.41,Good,I,VVS2,63.9,55,4.74,4.71,3.02,1061
0.79,Very Good,E,SI1,63.7,58,5.79,5.85,3.71,3077
1.03,Ideal,G,VVS1,62.4,57,6.47,6.39,4.01,8608
0.44,Very Good,J,VS1,61.9,57,4.83,4.9,3.01,694
0.31,Ideal,D,SI1,62.9,57,4.32,4.27,2.7,732
0.3,Premium,E,VS1,61.4,59,4.32,4.28,2.64,814
0.25,Very Good,E,VVS1,57.7,62,4.16,4.19,2.41,548
0.54,Ideal,F,VS2,61.3,57,5.28,5.25,3.23,1572
1.21,Premium,I,SI1,59.3,59,6.98,6.95,4.13,5421
0.63,Ideal,F,VS2,61.2,56,5.56,5.51,3.39,2182
1.73,Premium,G,VS1,61.6,60,7.67,7.62,4.71,11867
0.36,Ideal,H,VS2,60.8,56,4.61,4.63,2.81,587
1.07,Premium,G,VS2,62.5,57,6.58,6.5,4.09,6644
0.92,Very Good,H,VS1,59.7,63,6.34,6.29,3.77,4721
0.46,Premium,F,VS1,63,57,4.93,4.79,3.06,1139
2.12,Premium,H,SI2,61.5,59,8.26,8.21,5.06,13307
0.9,Ideal,G,SI1,62.1,56,6.2,6.16,3.84,4088
0.32,Ideal,D,VVS1,61.5,57,4.45,4.43,2.73,1140
0.58,Ideal,I,VS2,61.8,55,5.36,5.38,3.32,1626
1.04,Very Good,G,IF,61.7,58,6.47,6.6,4.03,8225
0.37,Premium,D,SI1,60.4,59,4.62,4.68,2.81,681
1.14,Good,E,SI1,60.9,64,6.78,6.68,4.09,5899
0.32,Ideal,D,VVS2,61.7,57,4.39,4.42,2.72,834
1.01,Good,G,VVS2,63.2,59,6.34,6.38,4.02,7528
0.39,Ideal,J,SI1,62.6,53,4.68,4.71,2.94,539
0.8,Very Good,E,VVS2,62.8,57,5.93,5.95,3.73,4893
1.28,Premium,E,VS1,60.8,60,7.03,6.98,4.26,12210
0.93,Good,D,SI1,63.8,59,6.21,6.15,3.94,3812
1.53,Ideal,G,VS2,62.8,57,7.48,7.43,4.63,12907
0.53,Good,E,SI1,57.8,57,5.33,5.29,3.07,1328
0.32,Ideal,F,VS1,61.9,55,4.41,4.4,2.73,876
0.67,Very Good,G,VS2,59.4,59.4,5.71,5.8,3.41,2131
1,Very Good,E,SI2,62.8,59,6.3,6.34,3.97,4125
1.2,Premium,H,SI1,58.9,60,7.02,6.94,4.11,6129
0.5,Premium,E,VS1,62.8,59,5.09,5,3.17,1775
1,Very Good,E,SI2,63.7,60,6.24,6.32,4,4181
1.01,Ideal,I,SI1,62.5,56,6.4,6.44,4.01,4413
0.62,Ideal,G,SI2,62.1,55,5.46,5.49,3.4,1327
1,Premium,H,SI2,62.7,59,6.35,6.31,3.97,4032
1,Good,F,I1,64.2,59,6.26,6.3,4.03,2717
0.58,Ideal,H,IF,60.2,56,5.43,5.46,3.28,2233
0.42,Ideal,G,VS2,62.2,54.1,4.8,4.83,3,907
0.51,Very Good,G,VVS2,63.5,55,5.09,5.05,3.22,1842
0.27,Very Good,F,VVS2,62.5,59,4.11,4.15,2.58,544
0.53,Ideal,E,VS2,61.4,55,5.19,5.24,3.2,1707
0.71,Ideal,D,VVS2,61.3,57,5.7,5.81,3.53,3856
2.07,Fair,G,I1,67.7,56,7.76,7.73,5.25,6503
0.9,Very Good,I,SI1,63.5,59,6.1,6.05,3.86,3121
0.32,Ideal,H,VS2,61.7,57,4.38,4.4,2.71,529
0.44,Premium,E,VVS2,60,59,4.99,4.95,2.98,1334
1.2,Ideal,I,VS2,61.5,57,6.8,6.75,4.17,5880
0.5,Very Good,E,VVS1,60.1,56,5.16,5.19,3.11,2495
0.9,Premium,G,SI1,60.6,62,6.21,6.13,3.74,2830
0.76,Ideal,G,VS2,61.3,56,5.9,5.94,3.63,2782
1.51,Ideal,G,VS2,61.8,54,7.42,7.38,4.57,14482
1.24,Premium,E,I1,61.1,62,6.91,6.86,4.21,3528
0.33,Ideal,E,VVS1,61.5,56,4.46,4.49,2.75,984
0.23,Ideal,H,VS2,62.3,53,3.96,3.99,2.48,512
0.3,Ideal,I,VVS1,62.1,56,4.33,4.3,2.68,709
0.46,Ideal,I,SI1,61.9,55,4.97,4.98,3.08,850
0.71,Ideal,H,SI2,62.6,56,5.75,5.69,3.58,1800
1.91,Ideal,G,SI2,62.2,55,7.9,7.94,4.93,12700
0.3,Ideal,E,VVS2,61.8,56,4.33,4.35,2.68,789
0.42,Ideal,F,VS1,61.6,56,4.82,4.8,2.96,1082
0.41,Ideal,E,VS1,62.3,57,4.74,4.77,2.96,1079
0.73,Ideal,D,VS2,61.6,56,5.78,5.82,3.57,3464
0.51,Very Good,F,SI1,62,54,5.15,5.18,3.2,1265
0.39,Very Good,H,VS1,61.7,57,4.65,4.68,2.88,787
0.31,Ideal,G,VS2,61.6,55,4.37,4.39,2.7,544
1.21,Ideal,H,SI1,62.1,56,6.81,6.84,4.23,6629
0.83,Premium,H,SI1,58.6,61,6.2,6.16,3.62,2613
1.14,Premium,F,SI1,62.5,59,6.65,6.67,4.16,5135
0.51,Very Good,D,VS2,62.5,58,5.12,5.18,3.22,1668
0.26,Premium,E,VVS2,60.8,61,4.13,4.12,2.51,724
0.31,Premium,E,VS1,60,59,4.42,4.38,2.64,942
2,Good,F,SI1,62.8,62,8,8.03,5.03,18069
0.73,Very Good,H,SI1,62.2,57,5.77,5.8,3.6,2001
0.38,Ideal,I,VS1,61.7,55.4,4.67,4.7,2.89,703
0.33,Ideal,I,SI1,63,57,4.39,4.37,2.76,557
0.36,Ideal,E,VS1,60.9,57,4.6,4.63,2.81,782
2.04,Premium,H,SI2,62.8,58,8.11,8.06,5.08,14184
0.72,Very Good,I,VS2,61.1,56,5.76,5.79,3.53,2337
0.3,Good,E,SI1,63.7,59,4.21,4.27,2.7,526
0.53,Ideal,F,VVS2,62,57,5.17,5.2,3.21,2177
0.3,Ideal,E,VS2,61.8,57,4.3,4.34,2.67,658
1.29,Ideal,H,SI1,62.6,56,6.96,6.93,4.35,6424
0.32,Premium,H,VVS2,62.2,58,4.38,4.33,2.71,773
0.41,Ideal,H,VVS2,62.5,56,4.74,4.77,2.97,899
0.54,Premium,E,VS2,61.3,59,5.26,5.21,3.21,1993
1.03,Premium,J,SI2,62,58,6.47,6.52,4.03,3378
0.27,Very Good,F,VVS2,60.1,58,4.17,4.22,2.52,620
1.24,Premium,D,VS2,59.3,58,7.03,7.09,4.19,9738
0.35,Premium,H,VVS1,61.2,60,4.55,4.5,2.77,1024
0.7,Good,G,VS2,64.3,56,5.51,5.58,3.57,2488
0.91,Ideal,J,VVS2,60.2,57,6.31,6.34,3.81,3826
0.31,Premium,F,VS2,62.7,59,4.3,4.34,2.71,625
0.62,Ideal,I,SI2,62.5,55,5.45,5.49,3.42,1161
0.5,Very Good,E,VS2,62.9,55,5.07,5.11,3.2,1559
1.02,Good,G,VS1,57.3,59,6.71,6.65,3.83,5706
0.3,Ideal,I,SI1,61.9,57,4.28,4.31,2.66,422
0.5,Very Good,I,VS2,61.7,58,5.08,5.13,3.15,1176
0.53,Ideal,G,VVS2,61.7,56,5.2,5.23,3.22,1948
0.31,Premium,G,VS2,61.5,60,4.34,4.31,2.66,698
1.81,Premium,G,SI1,62.3,58,7.75,7.68,4.81,11854
1,Premium,F,VVS1,62.6,58,6.45,6.33,4,8736
0.52,Ideal,E,SI1,62.1,57,5.1,5.14,3.18,1389
1.16,Premium,F,SI2,62.1,59,6.74,6.63,4.15,3787
0.71,Ideal,H,VS2,62.2,56,5.68,5.74,3.55,2622
1.5,Ideal,J,VVS1,62.2,59,7.3,7.32,4.55,9814
1.01,Fair,H,SI1,65.3,61,6.23,6.18,4.05,3869
0.3,Ideal,D,VVS1,61.8,55,4.33,4.35,2.68,933
