일시,광진구,동대문구,성동구,중랑구
20220506,11.691,9.399,9.696,6.662
20220507,11.761,8.942,9.793,6.513
20220508,8.186,6.16,6.687,4.502
20220509,11.08,9.117,9.416,6.312
20220510,11.173,9.125,9.37,6.394
20220511,11.276,9.324,9.398,6.561
20220512,11.259,9.285,9.407,6.377
20220513,11.398,9.278,9.537,6.626
20220514,11.462,8.849,9.584,6.447
20220515,10.728,7.748,9.312,6.134
20220516,11.066,9.152,9.378,6.35
20220517,11.079,9.234,9.321,6.339
20220518,11.057,9.218,9.255,6.322
20220519,11.514,9.354,9.597,6.611
20220520,11.55,9.299,9.521,6.649
20220521,11.405,8.988,9.466,6.533
20220522,10.996,8.367,9.359,6.406
20220523,10.909,8.793,9.103,6.271
20220524,10.95,8.858,9.266,6.24
20220525,10.943,9.218,9.119,6.308
20220526,11.142,9.208,9.386,6.393
20220527,11.081,9.16,9.333,6.376
20220528,11.414,9.025,9.541,6.471
20220529,11.225,8.906,9.461,6.417
20220530,10.223,8.31,8.762,6.105
20220531,10.982,9.219,9.313,6.268
20220601,10.548,8.607,8.981,6.226
20220602,10.833,9.117,9.109,6.326
20220603,10.61,8.531,8.953,6.313
20220604,11.278,8.973,9.378,6.455
20220605,9.807,7.232,8.122,5.753
20220606,10.826,9.081,9.108,6.264
20220607,10.986,9.257,9.282,6.286
20220608,10.998,9.296,9.279,6.31
20220609,10.22,8.218,8.628,5.989
20220610,10.871,9.081,9.163,6.26
20220611,11.298,9.015,9.361,6.482
20220612,10.556,7.917,8.864,6.138
20220613,10.989,9.248,9.316,6.278
20220614,10.957,9.268,9.303,6.291
20220615,5.845,4.703,4.649,3.389
20220616,10.625,8.816,9.128,6.263
20220617,10.925,9.184,9.153,6.276
20220618,8.511,6.396,7.014,4.873
20220619,8.628,6.211,7.18,4.742
20220620,10.784,9.26,9.117,6.242
20220621,10.45,8.606,8.767,6.232
20220622,10.687,9.124,9.049,6.301
20220623,4.717,3.664,3.779,2.68
20220624,7.439,6.092,6.171,4.373
20220625,11.069,8.504,9.28,6.416
20220626,5.056,3.865,4.06,2.903
20220627,7.831,6.443,6.3,4.454
20220628,5.582,4.195,4.474,2.969
20220629,3.489,2.827,2.869,1.938
20220630,2.946,2.333,2.269,1.734
20220701,10.198,8.677,8.814,6.302
20220702,10.529,8.029,8.712,6.265
20220703,10.292,7.798,8.449,6.013
20220704,10.293,8.649,8.747,6.266
20220705,10.361,8.646,8.708,6.253
20220706,10.317,8.733,8.714,6.266
20220707,10.501,8.528,8.609,6.149
20220708,9.192,7.478,7.672,5.592
20220709,10.632,8.381,8.902,6.297
20220710,9.911,7.487,8.373,5.815
20220711,10.344,8.647,8.815,6.244
20220712,10.388,8.68,8.809,6.306
20220713,3.404,2.678,2.654,1.869
20220714,10.148,8.738,8.702,6.275
20220715,10.936,9.186,9.067,6.402
20220716,9.744,7.877,8.13,6.023
20220717,10.607,7.955,9.041,6.247
20220718,10.883,9.294,9.036,6.339
20220719,10.896,8.867,8.972,6.34
20220720,10.867,9.003,9.034,6.346
20220721,6.587,5.602,5.578,3.868
20220722,11.049,9.142,9.249,6.256
20220723,9.126,7.149,7.637,5.667
20220724,8.347,6.648,7.223,5.14
20220725,10.894,8.875,8.97,6.324
20220726,10.498,8.701,8.729,6.282
20220727,10.453,8.698,8.704,6.29
20220728,10.195,8.347,8.686,6.155
20220729,10.39,8.276,8.747,6.224
20220730,10.316,8.0,8.436,6.114
20220731,7.231,5.612,5.676,4.304
20220801,9.652,7.982,8.134,5.915
20220802,5.585,4.222,4.524,3.003
20220803,7.066,5.919,5.847,4.315
20220804,10.466,8.639,8.711,6.261
20220805,10.465,8.341,8.706,6.213
20220806,8.619,6.73,7.305,5.309
20220807,9.276,6.902,7.544,5.432
20220808,3.034,2.284,2.372,1.647
20220809,2.974,2.298,2.281,1.622
20220810,9.929,8.715,8.701,6.177
20220811,7.58,6.392,6.466,4.448
20220812,11.259,9.276,9.34,6.468
20220813,7.896,6.262,6.697,4.764
20220814,9.015,7.533,7.888,5.7
20220815,7.873,6.508,6.667,4.615
20220816,10.952,8.812,9.258,6.33
20220817,11.17,9.293,9.378,6.393
20220818,11.196,9.326,9.453,6.363
20220819,8.614,7.026,7.351,5.219
20220820,10.638,8.027,8.933,6.263
20220821,10.702,8.055,9.005,6.235
20220822,10.619,8.8,8.975,6.26
20220823,11.227,9.294,9.439,6.427
20220824,10.943,9.21,9.154,6.227
20220825,9.174,7.149,7.336,5.229
20220826,11.742,9.266,9.696,6.616
20220827,11.683,8.961,9.753,6.47
20220828,11.587,8.914,9.923,6.395
20220829,8.897,7.012,7.268,5.048
20220830,2.846,2.218,2.248,1.535
20220831,9.789,8.186,8.427,5.956
20220901,11.636,9.414,9.524,6.627
20220902,11.737,9.505,9.758,6.677
20220903,11.819,8.97,9.687,6.456
20220904,3.892,3.316,3.155,2.438
20220905,2.443,2.039,1.844,1.414
20220906,11.206,9.164,9.526,6.388
20220907,11.652,9.369,9.577,6.595
20220908,11.817,9.552,9.721,6.661
20220909,11.742,9.506,9.761,6.703
20220910,12.171,9.077,9.901,6.667
20220911,10.603,7.912,9.198,6.151
20220912,11.123,9.29,9.362,6.293
20220913,9.81,7.964,8.127,5.717
20220914,11.138,9.276,9.308,6.313
20220915,11.001,9.223,9.362,6.277
20220916,11.234,9.178,9.404,6.344
20220917,9.882,7.892,8.698,6.077
20220918,10.759,8.058,9.081,6.228
20220919,11.624,9.367,9.593,6.522
20220920,11.5,9.316,9.627,6.662
20220921,11.784,9.529,9.723,6.732
20220922,11.799,9.508,9.873,6.643
20220923,11.335,9.15,9.474,6.402
20220924,11.639,8.913,9.624,6.522
20220925,11.44,8.845,9.886,6.372
20220926,11.332,9.232,9.356,6.393
20220927,11.343,9.311,9.419,6.428
20220928,11.106,9.173,9.333,6.406
20220929,11.28,9.239,9.519,6.625
20220930,11.745,9.237,9.567,6.644
20221001,11.601,8.891,9.818,6.598
20221002,5.654,3.985,4.592,3.068
20221003,2.93,2.201,2.264,1.579
20221004,8.9,7.272,7.629,5.539
20221005,10.909,9.014,9.176,6.294
20221006,10.484,8.43,8.729,6.138
20221007,10.907,8.588,9.224,6.253
20221008,11.21,8.367,9.397,6.364
20221009,4.58,3.408,3.789,2.547
20221010,9.146,7.515,7.735,5.575
20221011,10.066,8.136,8.459,5.944
20221012,10.876,8.664,9.082,6.276
20221013,11.066,9.112,9.294,6.388
20221014,10.948,9.043,9.362,6.325
20221015,11.238,8.844,9.436,6.35
20221016,8.813,6.595,7.457,5.108
20221017,9.766,7.861,8.164,5.732
20221018,9.289,7.352,7.976,5.443
20221019,9.329,7.434,8.056,5.666
20221020,10.524,8.668,8.852,6.257
20221021,10.478,8.474,8.844,6.25
20221022,10.383,7.779,8.893,6.151
20221023,10.031,7.64,8.701,5.809
20221024,9.321,7.482,7.993,5.658
20221025,9.979,7.945,8.397,5.886
20221026,10.766,8.729,9.026,6.21
20221027,10.354,8.625,8.826,6.286
20221028,10.457,8.537,8.877,6.244
20221029,10.395,7.797,8.839,6.13
20221030,9.777,7.508,8.324,5.649
20221031,10.346,8.529,8.889,6.239
20221101,10.21,8.245,8.76,6.09
20221102,10.136,8.144,8.49,6.021
20221103,8.554,6.978,7.196,5.104
20221104,7.644,6.405,6.528,4.647
20221105,7.366,5.803,6.19,4.4
20221106,8.34,6.182,6.934,4.64
20221107,9.837,7.881,8.056,5.766
20221108,10.255,8.265,8.727,6.026
20221109,9.429,7.556,8.004,5.608
20221110,10.38,8.575,8.78,6.167
20221111,10.402,8.459,8.694,6.172
20221112,9.466,7.059,7.865,5.623
20221113,4.724,3.61,3.803,2.666
20221114,8.883,7.182,7.6,5.338
20221115,7.798,6.794,6.615,4.643
20221116,9.0,7.414,7.642,5.386
20221117,9.153,7.48,7.731,5.574
20221118,9.204,7.314,7.764,5.574
20221119,8.832,6.715,7.401,5.27
20221120,9.278,6.961,7.887,5.386
20221121,8.535,6.981,7.236,5.013
20221122,8.368,6.814,7.027,4.884
20221123,9.085,7.488,7.77,5.542
20221124,9.049,7.357,7.696,5.391
20221125,9.591,7.802,8.225,5.702
20221126,7.389,5.825,6.162,4.387
20221127,5.869,4.655,4.693,3.469
20221128,6.044,4.837,4.694,3.317
20221129,7.669,6.486,6.516,4.518
20221130,4.397,3.474,3.666,2.4
